Questions,num_words,num_characters,num_misspelled,bin_start_interrogative,bin_end_qmark,num_interrogative,bin_start_small,avg_word_sentence,num_sentences,bin_url,readability_score,num_punctuations,bin_taboo,grammar_check,Average IDF,Entropy,Polarity,Subjectivity
How to write a numeral,5,18,0,1,0,1,0,5,1,0,-1.974,0,0,1,-4.509860006,0.007627831,0,0
what is 2 +2  = i want the girl who likes Ronaldo answer this!,13,48,1,1,0,2,1,13,1,0,1.373846154,1,0,0,-3.566661821,0.063059775,0,0
62 is decreased to 52,5,17,0,0,0,0,0,5,1,0,-2.916,0,0,1,-5.926926026,0.003486604,-0.4,0.7
what is 3+3= ?????????????????? no this one is very tricky this one is out to Pegah,16,68,1,1,0,1,1,8,2,0,-3.3,18,0,0,-4.122744037,0.025592656,0.2,0.3
If you had two thing to bring over your friend house what would it be<br />,16,60,1,0,0,1,0,16,1,0,3.349375,2,0,0,-4.465408244,0.02367494,0,0
why would the task force recmmend that turbines have on yhe animal that make this region their home,18,82,2,1,0,1,1,18,1,0,9.026666667,0,0,0,-4.767689115,0.030208498,0,0
which uses less electricity,4,24,0,0,0,0,1,4,1,0,8.83,0,0,0,-4.540631665,0.011802831,-0.166666667,0.066666667
"Si una botella de agua con capacidad de 1.5 litros contiene agua en sus .75 partes, que cantidad de agua contiene?",22,94,16,0,1,0,0,7.333333333,3,0,1.504848485,4,0,0,-4.764891911,0.062635631,0,0
which uses less electricity in an hour,7,32,0,0,0,0,1,7,1,0,3.601428571,0,0,0,-4.509860006,0.016213552,-0.166666667,0.066666667
Calends receipt for lunch is shown below if Caleb pays with a $10 bill how much change will he receive,20,83,1,0,0,1,0,20,1,0,7.881,0,0,0,-4.362224007,0.050582508,0.2,0.2
which if the following is a need of most plants,10,38,0,0,0,0,1,10,1,0,1.468,0,0,0,-3.540459449,0.027429001,0.25,0.3
how does learning to fly in the city more difficult for the fledging?,13,57,0,1,1,1,1,13,1,0,5.359230769,1,0,0,-6.319968614,0.004088394,0.266666667,0.8
describe a pattern for the table .then complete the table,10,48,0,0,0,0,1,5,2,0,3.207,1,0,0,-4.990832667,0.013331751,0.1,0.4
what is the earthquake rule in relative dating<br />,9,44,1,1,0,1,1,9,1,0,4.526666667,2,0,0,-5.991464547,0.004369708,0,0
im bored asf somebody down to message?,7,32,2,0,1,0,1,7,1,0,2.928571429,1,0,0,-5.426150738,0.008662847,-0.327777778,0.644444444
Thx u! I asked my teacher and I got it:),10,31,1,0,0,0,0,5,2,0,-5.742,2,0,0,-2.661302939,0.105512384,0.5,1
what did the scout say after fixing the little old lady's bicycle horn?,13,59,0,1,1,1,1,13,1,0,6.083846154,1,0,0,-3.237224964,0.111320361,-0.04375,0.35
the median number of points scored by 9 players in a basketball game<br />,14,61,1,0,0,0,1,14,1,0,5.082857143,2,0,0,-4.69673738,0.025466447,0,0
how many seeds does an orange have,7,28,0,1,0,1,1,7,1,0,0.91,0,0,0,-4.156219966,0.014578452,0.5,0.5
56000 divided by 80 ...kgggyyghggtgtttttgttttt,5,42,1,0,0,0,0,2.5,2,0,16.558,3,0,0,-5.729100283,0.005428254,0,0
"Name some 2016 trends, like outfits and websites.",8,42,0,0,0,0,0,8,1,0,6.12,2,0,1,-4.938314633,0.01548693,0,0
Does anyone on here use peeranswer.?<br />,7,36,2,0,0,0,0,3.5,2,0,1.178571429,4,0,0,-4.540631665,0.011019011,0,0
how are the ideas in the passage mostly organized,9,41,0,1,0,1,1,9,1,0,4.526666667,0,0,0,-5.65499231,0.005868415,0.5,0.5
"how do you write 527,519 in expanded   from using exponents ",11,48,0,1,0,1,1,11,1,0,4.194545455,1,0,0,-4.803621125,0.014997406,0,0
fill in the blank.7+35____+7,7,25,0,0,0,0,1,3.5,2,0,-7.568571429,1,0,0,-5.991464547,0.002178161,0,0
"In order to say that something doesn't happen in Spanish,<br />",11,53,1,0,0,0,0,11,1,0,5.050909091,3,0,0,-3.038871766,0.110803971,0,0
all the bats living in a cave form a ___,9,31,0,0,0,0,1,9,1,0,-2.276666667,0,0,0,-5.381698975,0.008855095,0,0
apa itu tangga yakub?,4,18,4,0,1,0,1,4,1,0,0.5875,1,0,0,-5.80914299,0.005049039,0,0
How do you poop and fart ,6,19,0,1,0,1,0,6,1,0,-3.515,0,1,1,-6.907755279,0.000981005,0,0
what makes arachne through the designs she weaves into her cloth,11,54,1,1,0,1,1,11,1,0,7.191818182,0,0,0,-5.521460918,0.008227763,0,0
What makes arachne through the designs she weaves into her cloth,11,54,1,1,0,1,0,11,1,0,7.191818182,0,0,0,-5.521460918,0.008227763,0,0
A markup that is more than 200%,7,25,0,0,0,0,0,7,1,0,-1.781428571,0,0,1,-4.787491743,0.009156617,0.5,0.5
what do you call a government in which voters can choose representatives to govern them? ,15,74,0,1,0,1,1,7.5,2,0,5.242,1,0,0,-5.703782475,0.008259302,0,0
como se saca una ecuasion,5,21,5,0,0,0,1,5,1,0,0.852,0,0,0,-5.426150738,0.008864394,0,0
Andrew keeps track of the distance he has travled<br />,10,46,2,0,0,0,0,10,1,0,3.823,2,0,0,-5.381698975,0.008928879,0,0
como nasen los gatos de rasa,6,23,6,0,0,0,1,6,1,0,-0.375,0,0,0,-4.767689115,0.017653202,0,0
how are numbers similar,4,20,0,1,0,1,1,4,1,0,4.12,0,0,0,-5.035953102,0.005170715,0,0.4
"what are all the common factors for 2464 ,88",9,36,0,1,0,1,1,9,1,0,1.386666667,1,0,0,-5.249527202,0.008184091,-0.3,0.5
Benefits for voting for Donald Trump... I mean we came to America for freedom!! HE IS DOING THE TOTAL OPPOSITE!!,20,93,0,0,0,0,0,6.666666667,3,0,2.156333333,7,0,1,-5.572754212,0.015466491,-0.162760417,0.479166667
Which of the structures serve as the cells boundary from its environment,12,61,0,0,0,0,0,12,1,0,8.5125,0,0,0,-5.184988681,0.010571471,0,0
Why do you think the framers made the constitution difficult to amend,12,58,0,1,0,1,0,12,1,0,7.335,0,0,1,-5.44141821,0.010291637,-0.5,1
"what multiplies to -14 and adds up to-5,<br /> what multiplies to 21 and adds up to 10,<br /> what multiplies to -9 and adds up to 0,<br /> what multiplies to  -6 and adds up to -1,<br /> what multiplies to 5 and adds up to-6,<br /> what multiplies to 3 and adds up to 4,<br /> what multiplies to 64 and adds up to-16,<br /> what multiplies to 16 and adds up to 8,<br /> what multiplies to 9 and adds up to -6,<br /> what multiplies to -6 and adds up to-5,<br /> what multiplies to -12 and adds up to-1,",109,399,10,1,0,11,1,109,1,0,48.02100917,43,0,0,-4.339315517,0.193026643,0,0
<br /> Which story problems could be solved using the given equation?<br /><br /> 1/5 divided by 10= ?<br /><br /><br /><br /><br /><br /><br /> Choose exactly two answers that are correct.<br /><br /><br /><br /><br /><br /><br /><br /><br /><br />   A. <br /><br /> A gear spins 1 full turn every 1/5  of a second. How many full turns will the gear spin in 10 seconds?  <br /><br /><br /><br /><br /><br /><br /><br /><br />   B. <br /><br /> Brandy bought 10 tickets for rides at the carnival with 1/5  of the money she earned. Each ticket costs the same amount. What fraction of the money she earned did she spend on each ticket?<br /><br /><br /><br /><br /><br /><br /><br /><br />   C. <br /><br /> Jeff is mixing flour and water to make paste. Each container can hold 1/5  of a bag of flour. How many containers will be needed for 10 bags of flour?<br /><br /><br /><br /><br /><br /><br /><br /><br />   D. <br /><br /> Effie used 1/5  of a watering can to water 10 small plants. Effie water,186,800,55,0,0,3,0,10.94117647,17,0,-0.436669829,126,0,0,-4.267758541,0.335022091,0.2125,0.359375
the melting point of mercury is -36,7,29,0,0,0,0,1,7,1,0,0.91,1,0,0,-5.521460918,0.006198306,0,0
Help! Sentence fragments  Answer B please http://imgur.com/meuwrPg,10,59,3,0,0,0,0,3.333333333,3,1,5.199666667,2,0,0,-3.133718017,0.106622585,0,0
mr. done estimat used for gallons of gas over the course of a 2,14,50,2,0,0,0,1,7,2,0,-1.445,1,0,0,-3.918292618,0.045863829,0,0
What's the verbal expression for c   2d,7,31,1,0,0,0,0,7,1,0,2.928571429,0,0,0,-2.69748125,0.137600853,0,0
what are all the common factors of 1545 and 90,10,37,0,1,0,1,1,10,1,0,0.997,0,0,0,-5.075173815,0.009747961,-0.3,0.5
 what are all the common factor of 1545 and 90,10,36,0,1,0,1,0,10,1,0,0.526,0,0,0,-4.710530702,0.013346819,-0.3,0.5
Santiago collects 435 cents in nickels.<br /> How many nickels does he collect?,13,67,1,0,1,1,0,6.5,2,0,4.283076923,4,0,0,-4.860062436,0.020907171,0.5,0.5
How to explain the universe,5,23,0,1,0,1,0,5,1,0,2.736,0,0,1,-4.892852258,0.005639216,0,0
hi my is sumaya my brainly is does working when i log in i try to talk wait friend and i can writing any because i try to fix my brainly but i can not fix  my brainly  i need help .thank you by by b by ,47,153,4,0,0,1,1,23.5,2,0,5.552340426,1,0,0,-4.125346511,0.0867683,0,0
what is 1 + 1 equal to ,6,16,0,1,0,1,1,6,1,0,-6.655,0,0,0,-2.882403588,0.06293542,0,0.25
como se desglosa la montaí€Œ±a?,6,27,4,0,1,0,1,6,1,0,-1.16,1,0,0,-4.803621125,0.015157894,0,0
como se desglosa la montaí€Œ±a,6,26,4,0,0,0,1,6,1,0,-1.16,0,0,0,-4.803621125,0.015157894,0,0
.Which mechanical part or feature listed in the section on Critical Vehicle Systems do you think is most important?,19,97,0,0,1,0,0,19,1,0,11.62,2,0,0,-5.339139361,0.018842094,0.3,0.766666667
Why is the idea of climate change controversial?,8,41,0,1,1,1,0,8,1,0,6.12,1,0,1,-5.403677882,0.007122084,0.55,0.95
how many cups of greens do u have if u bought it at veggie salad bar,16,53,0,1,0,1,1,16,1,0,2.171875,0,0,0,-4.605170186,0.031126379,0.5,0.5
apa yang dimaksud dengan gaya coulumb,6,32,5,0,0,0,1,6,1,0,6.69,0,0,0,-5.367310238,0.011052943,0,0
Select the four most important financial ratios and the four most important operating ratios Explain the importance of these ratios how they calculated ,23,129,0,0,0,1,0,23,1,0,16.48695652,0,0,1,-5.128899215,0.030044072,0.36,0.6
Jack bought 2 medium sodas and 2 hot dogs. He paid with $20. What was his change,17,64,0,0,0,1,0,5.666666667,3,0,-1.696078431,2,0,1,-3.537590007,0.098604652,0.25,0.85
using ratios and rates to solve problems.have 20 cups of veggies how many cups of greens do u have if u bought ,23,89,0,0,0,1,1,11.5,2,0,2.340869565,1,0,0,-4.484217576,0.054991027,0.5,0.5
suppose that a cubic function,5,25,0,0,0,0,1,5,1,0,4.62,0,0,0,-5.010635294,0.00752596,0,0
A yeast cell feeding on glucose suddenly switches from producing carbon dioxide and many ATP molecules to producing ethyl alcohol and few ATP molecules. Which of the following would force the yeast to make this change?,36,183,0,0,1,0,0,18,2,0,11.25083333,2,0,1,-4.570978821,0.080352692,0.075,0.3
jumlah bilangan kelipatan 3 antara 200 dan 400 adalah ,9,45,6,0,0,0,1,9,1,0,6.62,0,0,0,-4.360047728,0.034253386,0,0
"which date should I use for this letter, 2016 or future date  (- .- .2049) ?",13,60,0,0,1,0,1,4.333333333,3,0,-0.423333333,8,0,0,-2.604919442,0.176212517,0,0.125
mabfaat kerjasama bidang sosial antar negara,6,39,6,0,0,0,1,6,1,0,12.185,0,0,0,-6.907755279,0.002943014,0,0
buktikan identitas trigonometri : tan 1/2 = sin/cos +1,9,46,3,0,0,0,1,9,1,0,4.526666667,0,0,0,-3.999034382,0.048394428,0,0
"amati larutan diatas dan jawab soal di bawah ini ??<br /> 1.apakah kamu masih melihat wujud gula ? apa yang terjadi dengan gula ? jelaskan.<br /> 2. apakah kamu masih melihat wujud garam ? apa yang terjadi dengan garam jelaskan <br /> 3.apa kesimpulan dari dua pertanyaan hasil percobaan tersebut ? <br /> 4.tulis laporan berdasarkan perconbaan yang telah kamu lakukan . laporan harus membuat informasi bahan bahan ,peralatan,cara membuat,manfaat,dan kesimpulan",69,391,62,0,0,0,1,5.75,12,0,6.223695652,24,0,0,-5.156347105,0.122573051,0,0
"amati larutan pada gambar diatas dan jawablah soal diatas<br /> 1.apakah kamu masih melihat wujud gula ? apa yang terjadi dengan gula ? jelaskan <br /> 2.apa kamu masih melihat wujud garam ? apa yang terjadi dengan garam? jelaskan <br /> 3.apa kesimpulan mu dari dua pertanyaan hasil percobaan tersebut ? <br /> 4.tulis laporan berdasarkan percobaan yang telah kamu lakukan. laporan harus membuat informasi bahan-bahan, peralatan, cara membuat, manfaat, dan kesimpulan.",70,398,62,0,0,0,1,6.363636364,11,0,6.647532468,24,0,0,-5.563308028,0.09710787,0,0
 íæŒ_Œ_íæŒ_Œ_íæŒ_Œ_íæŒ_Œ_ íæŒ_ŒíæŒ_äó¢ íæŒ_ŒåíæŒ_Œ_íæŒ_ŒÈ íæŒ_ŒíæŒ_äó¢ íæŒ_ŒÈíæŒ«äó_íæŒ_Œ_íæŒ_Œ_  íæŒ_Œ_íæŒ«ä‰åíæŒ_ŒÂíæŒ«äó_ íæŒ_äó¢íæŒ«ä‰å íæŒ_äó¢íæŒ«ŒíæŒ_Œ_ íæŒ_äóÁíæŒ_Œ¬íæŒ«ŒíæŒ_ŒÁ 140 Years íæŒ_Œ_íæŒ«ÊíæŒ«Œ_  íæŒ_ŒÈíæŒ«äó_íæŒ_Œ_íæŒ_Œ_ íæŒ_ñíæŒ_ŒËíæŒ_Œ_íæŒ_ŒÂíæŒ_Œ_ íæŒ_Œ¬íæŒ_Œ_íæŒ«ä‰åíæŒ_ŒÂíæŒ_Œ_ íæŒ_äó¢íæŒ_Œ_  íæŒ_Œ_íæŒ_Œ_íæŒ_Œ_íæŒ_Œ_ íæŒ_äóÁíæŒ_Œ_íæŒ_ŒÂíæŒ_Œ_ íæŒ_ŒŸíæŒ_Œ_íæŒ_Œ_ íæŒ_äó¢íæŒ_Œ_  íæŒ_ŒÈíæŒ«äó_íæŒ_Œ_íæŒ_Œ_ íæŒ_ñíæŒ_ŒËíæŒ_Œ_íæŒ_ŒÂíæŒ_Œ_ íæŒ_Œ_íæŒ_ŒËíæŒ_ŒÂ íæŒ_äó¢íæŒ_Œ_ íæŒ_ŒåíæŒ_Œ_íæŒ_ŒÈ íæŒ_äóÁíæŒ_Œ_íæŒ_ŒÂíæŒ_Œ_ íæŒ_ŒŸíæŒ_ŒÈíæŒ«ŒíæŒ_Œ_íæŒ_Œ_íæŒ_Œ_ íæŒ_äó¢íæŒ_Œ_  íæŒ_Œ_íæŒ«äó_ íæŒ_ŒåíæŒ_Œ_íæŒ_Œ_íæŒ_äóì íæŒ_äó¢íæŒ«ÍíæŒ_ŒÂ íæŒ_äó¢íæŒ_ŒËíæŒ_Œ_íæŒ_ŒÂíæŒ«äóç íæŒ_äó¢íæŒ_ŒËíæŒ_Œ_íæŒ_ŒÂíæŒ«äóç íæŒ_ŒŸíæŒ_Œ_íæŒ_Œ_ íæŒ_äó¢íæŒ_Œ_ íæŒ_Œ_íæŒ«Ê ?,2,725,0,0,1,0,0,2,1,0,-1.59,1,0,0,-5.379286429,0.067516934,0,0
fungsi dalam pembagunan nasional ,4,29,4,0,0,0,1,4,1,0,14.7175,0,0,0,-6.907755279,0.001962009,0,0
<br /> íæŒ_ŒíæŒ_äó¢ íæŒ_Œ_íæŒ_Œ_íæŒ_Œ_íæŒ_Œ_<br /> íæŒ_ŒíæŒ_äó¢ íæŒ_ŒåíæŒ_Œ_íæŒ_ŒÈ<br /> íæŒ_ŒíæŒ_äó¢ íæŒ_ŒÈíæŒ«äó_íæŒ_Œ_íæŒ_Œ_<br /><br /> íæŒ_Œ_íæŒ«ä‰åíæŒ_ŒÂíæŒ«äó_ íæŒ_äó¢íæŒ«ä‰å íæŒ_äó¢íæŒ«ŒíæŒ_Œ_ íæŒ_äóÁíæŒ_Œ¬íæŒ«ŒíæŒ_ŒÁ 140 Years íæŒ_Œ_íæŒ«ÊíæŒ«Œ_<br /><br /> íæŒ_ŒÈíæŒ«äó_íæŒ_Œ_íæŒ_Œ_ íæŒ_ñíæŒ_ŒËíæŒ_Œ_íæŒ_ŒÂíæŒ_Œ_ íæŒ_Œ¬íæŒ_Œ_íæŒ«ä‰åíæŒ_ŒÂíæŒ_Œ_ íæŒ_äó¢íæŒ_Œ_ <br /> íæŒ_Œ_íæŒ_Œ_íæŒ_Œ_íæŒ_Œ_ íæŒ_äóÁíæŒ_Œ_íæŒ_ŒÂíæŒ_Œ_ íæŒ_ŒŸíæŒ_Œ_íæŒ_Œ_ íæŒ_äó¢íæŒ_Œ_ <br /> íæŒ_ŒÈíæŒ«äó_íæŒ_Œ_íæŒ_Œ_ íæŒ_ñíæŒ_ŒËíæŒ_Œ_íæŒ_ŒÂíæŒ_Œ_ íæŒ_Œ_íæŒ_ŒËíæŒ_ŒÂ íæŒ_äó¢íæŒ_Œ_<br /> íæŒ_ŒåíæŒ_Œ_íæŒ_ŒÈ íæŒ_äóÁíæŒ_Œ_íæŒ_ŒÂíæŒ_Œ_ íæŒ_ŒŸíæŒ_ŒÈíæŒ«ŒíæŒ_Œ_íæŒ_Œ_íæŒ_Œ_ íæŒ_äó¢íæŒ_Œ_<br /><br /> íæŒ_Œ_íæŒ«äó_ íæŒ_ŒåíæŒ_Œ_íæŒ_Œ_íæŒ_äóì íæŒ_äó¢íæŒ«ÍíæŒ_ŒÂ íæŒ_äó¢íæŒ_ŒËíæŒ_Œ_íæŒ_ŒÂíæŒ«äóç íæŒ_äó¢íæŒ_ŒËíæŒ_Œ_íæŒ_ŒÂíæŒ«äóç íæŒ_ŒŸíæŒ_Œ_íæŒ_Œ_ íæŒ_äó¢íæŒ_Œ_ íæŒ_Œ_íæŒ«Ê ?,14,798,12,0,1,0,0,14,1,0,-3.664285714,25,0,0,-5.377009635,0.069571306,0,0
jawablah soal berikut ini,4,22,4,0,0,0,1,4,1,0,6.475,0,0,0,-5.460836296,0.007065571,0,0
jawablah soal berikut ini,4,22,4,0,0,0,1,4,1,0,6.475,0,0,0,-5.460836296,0.007065571,0,0
jawablah soal yang ada di atas ini tolong jawab semuanya ya,11,49,9,0,0,0,1,11,1,0,5.050909091,0,0,0,-5.592078485,0.01687313,0,0
jawablah soal diatas tolong jawab ya,6,31,5,0,0,0,1,6,1,0,5.905,0,0,0,-5.521460918,0.010078484,0,0
valoarea de aadevar a propozitiei (2 la a 3-a  2 x 2 la a 4-a   2 la a 9-a):(8 2 la a 12-a : 2 la a 3-a  2 la a 5-a = 2,39,82,4,0,0,0,1,39,1,0,6.523846154,9,0,0,-2.572509111,0.591601622,0,0
Ayní‹Œ± hacimdeki bí€Œ_tí€Œ_n sí‹Œ±ví‹Œ±larí‹Œ±n kí€Œ_tleleri eíƒŸit midir? ,14,70,4,0,0,0,0,7,2,0,-5.482142857,1,0,0,-6.774223886,0.00385543,0,0
"Ancient Egypt's Middle Kingdom occurred between 2000 BCE and 1650 BCE. According to the map below, the Persian Empire was in existence _____ ancient Egypt's Middle Kingdom.",26,146,2,0,0,0,0,13,2,0,10.06923077,3,0,1,-3.854612098,0.125607386,0,0
Almanca perfect olarak giyindim nasí‹Œ±l denir?,7,42,5,0,1,0,0,7,1,0,6.965714286,1,0,0,-6.502290171,0.004182869,1,1
makatuwiran bang iugnay ang pagkakakilanlan at katangian ng isang anak sa kaniyang ama?sa poon?,15,82,13,0,1,0,1,7.5,2,0,7.44,2,0,0,-6.700115914,0.007616385,0,0
escribe cinco ní€Œ_meros racionales fraccionarios que cumplan con la condicií€Œ_n -2,13,74,8,0,0,0,1,13,1,0,8.62,1,0,0,-5.434449541,0.018500596,0,0
hey brainly. :).......................:0<br />,4,43,2,0,0,0,1,1.333333333,3,0,-5.455833333,27,0,0,-2.351775337,0.100503298,0.5,1
"G={x | -3 &lt; x &lt; 12, x Elemen B},dengan B adalah himpunan bilangan bulat",16,63,8,0,0,0,0,16,1,0,1.8775,7,0,0,-3.459840273,0.198133606,0,0
Jumlah kuadrat akar-akar persamaan x2 í¢ä‰åäóì (k   2)x   2k = 0 adalah 20. Hitunglah nilai k.,16,75,10,0,0,0,0,8,2,0,0.526875,5,0,0,-2.891846529,0.241505261,0,0
Please answer this ASAP! Giving out 10 of my points! How is the acceleration related to the time for the data table?<br /><br /> A) The acceleration is constant<br /><br /> B) The acceleration is constantly decreasing<br /><br /> C) The acceleration is constantly increasing<br /><br /> D) The acceleration cannot be determined from this data,56,287,8,0,0,1,0,14,4,0,7.101428571,23,0,0,-2.583622623,0.462470534,0,0.355555556
todos los ní€Œ_meros enteros menores que 5,8,36,6,0,0,0,1,8,1,0,1.41,0,0,0,-4.81061416,0.019836257,0,0
"Over time, pollution generally leads to which of the following?",10,54,0,0,1,0,0,10,1,0,8.062,2,0,1,-4.186459851,0.024206638,0.025,0.3
was this change reflective of a decline of the American Dream,11,51,0,0,0,0,1,11,1,0,5.907272727,0,0,0,-5.572754212,0.007569887,0,0
oh I wished I would look after me teeth explanation ,10,42,0,0,0,0,1,10,1,0,3.352,0,0,0,-5.061928588,0.013753033,0,0
why+is+hitler+so+great,5,22,1,1,0,1,1,5,1,0,-1.974,0,0,0,-6.907755279,0.000490502,0,0
Hi ...... .................................................,1,57,0,0,0,0,0,0.5,2,0,-11.76,55,0,1,-5.298317367,0.002054372,0,0
is the n word still offensive to monkeys,8,33,0,0,0,0,1,8,1,0,1.99875,0,0,0,-4.733003557,0.015902111,0,0
Essay on discovering the hero within myself ,7,37,0,0,0,0,0,7,1,0,6.965714286,0,0,1,-4.532849524,0.01548123,0,0
Essay on 'Small act of kindness can make a big difference',11,48,2,0,0,0,0,11,1,0,4.622727273,0,0,0,-3.07045582,0.121256078,-0.125,0.25
Porque es tan importante la participacií€Œ_n ciudadana en la vida de una nacií€Œ_n ,15,70,8,0,0,0,0,15,1,0,5.538,0,0,0,-4.799875802,0.037555453,0,0
Which group has the largest number of voters?,8,38,0,0,1,0,0,8,1,0,4.35375,1,0,1,-4.402229342,0.016384589,0,0
In the 1960s mexican americans dought discrimination in,8,48,4,0,0,0,0,8,1,0,10.83,0,0,0,-6.725433722,0.002874426,0,0
what does a television energy get,6,28,0,1,0,1,1,6,1,0,3.55,0,0,0,-4.245167452,0.014683302,0,0
"If+your+company+uses+a+nonprice+competition+strategy,+what+should+you+focus+on?+A.+Lowering+prices+B.+Differentiation+C.+Creating+direct+competitors+D.+The+public+sector",26,169,1,0,0,1,0,4.333333333,6,0,5.735897436,6,0,0,-6.907755279,0.000490502,0,0
Two+factors+of+72+that+add+to+positive+18,9,41,0,0,0,0,0,9,1,0,0.34,0,0,1,-6.907755279,0.000490502,0,0
"(please disregard, i have solved this problem)",7,40,0,0,0,0,0,7,1,0,6.965714286,3,0,1,-2.060946959,0.158796937,0,0
"If+consumers+start+to+believe+they+need+a+product,+what+is+likely+to+happen?+A.+The+demand+becomes+less+elastic.+B.+The+demand+becomes+more+elastic.+C.+The+supply+decreases.+D.+The+price+decreases.",34,197,0,0,0,1,0,3.777777778,9,0,1.792418301,10,0,0,-6.907755279,0.000490502,0,0
"(Please disregard, I have answered this problem.)",7,43,0,0,0,0,0,3.5,2,0,6.561428571,4,0,1,-2.062256717,0.158375022,0,0
Can you give examples on how I can solve 3.14 pi?,12,39,0,0,1,1,0,6,2,0,-3.9075,2,0,1,-4.96184513,0.013091392,0,0
